,tl,tm,tr,ml,mm,mr,bl,bm,br,result
1191,x,o,x,o,o,x,-,x,o,draw
1192,x,o,x,o,o,x,-,-,-,owin
1193,x,o,x,o,o,x,-,-,o,draw
1194,x,o,x,o,o,x,-,o,-,owin
1195,x,o,x,o,o,x,o,x,-,draw
1196,x,o,x,o,o,x,o,x,o,draw
1197,x,o,x,o,o,x,o,-,x,xwin
1198,x,o,x,o,o,x,o,-,-,xwin
1199,x,o,x,o,o,-,x,x,o,owin
1200,x,o,x,o,o,-,x,-,-,owin
1201,x,o,x,o,o,-,x,-,o,owin
1202,x,o,x,o,o,-,x,o,x,owin
1203,x,o,x,o,o,-,x,o,-,owin
1204,x,o,x,o,o,-,-,x,-,owin
1205,x,o,x,o,o,-,-,x,o,draw
1206,x,o,x,o,o,-,-,-,x,owin
1207,x,o,x,o,o,-,-,-,-,owin
1208,x,o,x,o,o,-,-,o,x,owin
1209,x,o,x,o,o,-,o,x,x,owin
1210,x,o,x,o,o,-,o,x,-,draw
1211,x,o,x,o,o,-,o,-,x,xwin
1212,x,o,x,o,o,o,x,x,-,owin
1213,x,o,x,o,o,o,x,x,o,owin
1214,x,o,x,o,o,o,x,-,x,owin
1215,x,o,x,o,o,o,x,-,-,owin
1216,x,o,x,o,o,o,x,o,x,owin
1217,x,o,x,o,o,o,-,x,x,owin
1218,x,o,x,o,o,o,-,x,-,owin
1219,x,o,x,o,o,o,-,-,x,owin
1220,x,o,x,o,o,o,o,x,x,owin
1221,x,o,-,x,x,-,-,o,o,owin
1222,x,o,-,x,x,-,o,-,o,owin
1223,x,o,-,x,x,-,o,o,-,owin
1224,x,o,-,x,x,-,o,o,o,owin
1225,x,o,-,x,x,o,x,o,o,xwin
1226,x,o,-,x,x,o,-,-,o,owin
1227,x,o,-,x,x,o,-,o,-,xwin
1228,x,o,-,x,x,o,-,o,o,xwin
1229,x,o,-,x,x,o,o,x,o,owin
1230,x,o,-,x,x,o,o,-,-,owin
1231,x,o,-,x,x,o,o,-,o,owin
1232,x,o,-,x,x,o,o,o,x,xwin
1233,x,o,-,x,x,o,o,o,-,xwin
1234,x,o,-,x,-,x,-,o,o,owin
1235,x,o,-,x,-,x,o,-,o,owin
1236,x,o,-,x,-,x,o,o,-,owin
1237,x,o,-,x,-,x,o,o,o,owin
1238,x,o,-,x,-,-,x,o,o,xwin
1239,x,o,-,x,-,-,-,-,o,owin
1240,x,o,-,x,-,-,-,o,-,owin
1241,x,o,-,x,-,-,-,o,o,xwin
1242,x,o,-,x,-,-,o,x,o,owin
1243,x,o,-,x,-,-,o,-,-,owin
1244,x,o,-,x,-,-,o,-,o,owin
1245,x,o,-,x,-,-,o,o,x,owin
1246,x,o,-,x,-,-,o,o,-,owin
1247,x,o,-,x,-,o,x,-,o,xwin
1248,x,o,-,x,-,o,x,o,-,xwin
1249,x,o,-,x,-,o,x,o,o,xwin
1250,x,o,-,x,-,o,-,x,o,owin
1251,x,o,-,x,-,o,-,-,-,owin
1252,x,o,-,x,-,o,-,-,o,xwin
1253,x,o,-,x,-,o,-,o,x,owin
1254,x,o,-,x,-,o,-,o,-,xwin
1255,x,o,-,x,-,o,o,x,-,owin
1256,x,o,-,x,-,o,o,x,o,draw
1257,x,o,-,x,-,o,o,-,x,owin
1258,x,o,-,x,-,o,o,-,-,owin
1259,x,o,-,x,-,o,o,o,x,xwin
1260,x,o,-,x,o,x,-,-,o,owin
1261,x,o,-,x,o,x,-,o,-,owin
1262,x,o,-,x,o,x,-,o,o,owin
1263,x,o,-,x,o,x,o,x,o,owin
1264,x,o,-,x,o,x,o,-,-,owin
1265,x,o,-,x,o,x,o,-,o,owin
1266,x,o,-,x,o,x,o,o,x,owin
1267,x,o,-,x,o,x,o,o,-,owin
1268,x,o,-,x,o,-,x,-,o,xwin
1269,x,o,-,x,o,-,-,x,o,draw
1270,x,o,-,x,o,-,-,-,-,owin
1271,x,o,-,x,o,-,-,-,o,xwin
1272,x,o,-,x,o,-,-,o,x,owin
1273,x,o,-,x,o,-,-,o,-,owin
1274,x,o,-,x,o,-,o,x,-,owin
1275,x,o,-,x,o,-,o,x,o,draw
1276,x,o,-,x,o,-,o,-,x,owin
1277,x,o,-,x,o,-,o,-,-,owin
1278,x,o,-,x,o,-,o,o,x,owin
1279,x,o,-,x,o,o,x,x,o,xwin
1280,x,o,-,x,o,o,x,-,-,xwin
1281,x,o,-,x,o,o,x,-,o,xwin
1282,x,o,-,x,o,o,-,x,-,draw
1283,x,o,-,x,o,o,-,x,o,xwin
1284,x,o,-,x,o,o,-,-,x,owin
1285,x,o,-,x,o,o,-,-,-,xwin
1286,x,o,-,x,o,o,-,o,x,owin
1287,x,o,-,x,o,o,o,x,x,owin
1288,x,o,-,x,o,o,o,x,-,draw
1289,x,o,-,x,o,o,o,-,x,owin
1290,x,o,-,-,x,x,-,o,o,owin
1291,x,o,-,-,x,x,o,-,o,owin
1292,x,o,-,-,x,x,o,o,-,owin
1293,x,o,-,-,x,x,o,o,o,owin
1294,x,o,-,-,x,-,x,o,o,xwin
1295,x,o,-,-,x,-,-,-,o,draw
1296,x,o,-,-,x,-,-,o,-,xwin
1297,x,o,-,-,x,-,-,o,o,xwin
1298,x,o,-,-,x,-,o,x,o,draw
1299,x,o,-,-,x,-,o,-,-,draw
1300,x,o,-,-,x,-,o,-,o,draw
1301,x,o,-,-,x,-,o,o,x,xwin
1302,x,o,-,-,x,-,o,o,-,xwin
1303,x,o,-,-,x,o,x,-,o,owin
1304,x,o,-,-,x,o,x,o,-,xwin
1305,x,o,-,-,x,o,x,o,o,xwin
1306,x,o,-,-,x,o,-,x,o,owin
1307,x,o,-,-,x,o,-,-,-,draw
1308,x,o,-,-,x,o,-,-,o,draw
1309,x,o,-,-,x,o,-,o,x,xwin
1310,x,o,-,-,x,o,-,o,-,xwin
1311,x,o,-,-,x,o,o,x,-,draw
1312,x,o,-,-,x,o,o,x,o,draw
1313,x,o,-,-,x,o,o,-,x,xwin
1314,x,o,-,-,x,o,o,-,-,xwin
1315,x,o,-,-,x,o,o,o,x,xwin
1316,x,o,-,-,-,x,x,o,o,owin
1317,x,o,-,-,-,x,-,-,o,owin
1318,x,o,-,-,-,x,-,o,-,owin
1319,x,o,-,-,-,x,-,o,o,owin
1320,x,o,-,-,-,x,o,x,o,draw
1321,x,o,-,-,-,x,o,-,-,owin
1322,x,o,-,-,-,x,o,-,o,draw
1323,x,o,-,-,-,x,o,o,x,owin
1324,x,o,-,-,-,x,o,o,-,owin
1325,x,o,-,-,-,-,x,-,o,draw
1326,x,o,-,-,-,-,x,o,-,owin
1327,x,o,-,-,-,-,x,o,o,xwin
1328,x,o,-,-,-,-,-,x,o,draw
1329,x,o,-,-,-,-,-,-,-,draw
1330,x,o,-,-,-,-,-,-,o,draw
1331,x,o,-,-,-,-,-,o,x,owin
1332,x,o,-,-,-,-,-,o,-,xwin
1333,x,o,-,-,-,-,o,x,-,draw
1334,x,o,-,-,-,-,o,x,o,draw
1335,x,o,-,-,-,-,o,-,x,owin
1336,x,o,-,-,-,-,o,-,-,draw
1337,x,o,-,-,-,-,o,o,x,xwin
1338,x,o,-,-,-,o,x,x,o,owin
1339,x,o,-,-,-,o,x,-,-,xwin
1340,x,o,-,-,-,o,x,-,o,xwin
1341,x,o,-,-,-,o,x,o,x,owin
1342,x,o,-,-,-,o,x,o,-,xwin
1343,x,o,-,-,-,o,-,x,-,draw
1344,x,o,-,-,-,o,-,x,o,draw
1345,x,o,-,-,-,o,-,-,x,owin
1346,x,o,-,-,-,o,-,-,-,xwin
1347,x,o,-,-,-,o,-,o,x,xwin
1348,x,o,-,-,-,o,o,x,x,owin
1349,x,o,-,-,-,o,o,x,-,draw
1350,x,o,-,-,-,o,o,-,x,xwin
1351,x,o,-,-,o,x,x,-,o,owin
1352,x,o,-,-,o,x,x,o,-,owin
1353,x,o,-,-,o,x,x,o,o,owin
1354,x,o,-,-,o,x,-,x,o,draw
1355,x,o,-,-,o,x,-,-,-,owin
1356,x,o,-,-,o,x,-,-,o,draw
1357,x,o,-,-,o,x,-,o,x,owin
1358,x,o,-,-,o,x,-,o,-,owin
1359,x,o,-,-,o,x,o,x,-,owin
1360,x,o,-,-,o,x,o,x,o,draw
1361,x,o,-,-,o,x,o,-,x,owin
1362,x,o,-,-,o,x,o,-,-,owin
1363,x,o,-,-,o,x,o,o,x,owin
1364,x,o,-,-,o,-,x,x,o,draw
1365,x,o,-,-,o,-,x,-,-,owin
1366,x,o,-,-,o,-,x,-,o,xwin
1367,x,o,-,-,o,-,x,o,x,owin
1368,x,o,-,-,o,-,x,o,-,owin
1369,x,o,-,-,o,-,-,x,-,draw
1370,x,o,-,-,o,-,-,x,o,draw
1371,x,o,-,-,o,-,-,-,x,owin
1372,x,o,-,-,o,-,-,-,-,draw
1373,x,o,-,-,o,-,-,o,x,owin
1374,x,o,-,-,o,-,o,x,x,owin
1375,x,o,-,-,o,-,o,x,-,draw
1376,x,o,-,-,o,-,o,-,x,owin
1377,x,o,-,-,o,o,x,x,-,owin
1378,x,o,-,-,o,o,x,x,o,xwin
1379,x,o,-,-,o,o,x,-,x,owin
1380,x,o,-,-,o,o,x,-,-,xwin
1381,x,o,-,-,o,o,x,o,x,owin
1382,x,o,-,-,o,o,-,x,x,owin
1383,x,o,-,-,o,o,-,x,-,draw
1384,x,o,-,-,o,o,-,-,x,owin
1385,x,o,-,-,o,o,o,x,x,owin
1386,x,o,-,o,x,x,x,o,o,draw
1387,x,o,-,o,x,x,-,-,o,draw
1388,x,o,-,o,x,x,-,o,-,draw
1389,x,o,-,o,x,x,-,o,o,draw
1390,x,o,-,o,x,x,o,x,o,draw
1391,x,o,-,o,x,x,o,-,-,draw
1392,x,o,-,o,x,x,o,-,o,draw
1393,x,o,-,o,x,x,o,o,x,xwin
1394,x,o,-,o,x,x,o,o,-,xwin
1395,x,o,-,o,x,-,x,-,o,draw
1396,x,o,-,o,x,-,x,o,-,xwin
1397,x,o,-,o,x,-,x,o,o,xwin
1398,x,o,-,o,x,-,-,x,o,draw
1399,x,o,-,o,x,-,-,-,-,draw
1400,x,o,-,o,x,-,-,-,o,draw
1401,x,o,-,o,x,-,-,o,x,xwin
1402,x,o,-,o,x,-,-,o,-,xwin
1403,x,o,-,o,x,-,o,x,-,draw
1404,x,o,-,o,x,-,o,x,o,draw
1405,x,o,-,o,x,-,o,-,x,xwin
1406,x,o,-,o,x,-,o,-,-,xwin
1407,x,o,-,o,x,-,o,o,x,xwin
1408,x,o,-,o,x,o,x,x,o,owin
1409,x,o,-,o,x,o,x,-,-,xwin
1410,x,o,-,o,x,o,x,-,o,xwin
1411,x,o,-,o,x,o,x,o,x,xwin
1412,x,o,-,o,x,o,x,o,-,xwin
1413,x,o,-,o,x,o,-,x,-,draw
1414,x,o,-,o,x,o,-,x,o,draw
1415,x,o,-,o,x,o,-,-,x,xwin
1416,x,o,-,o,x,o,-,-,-,xwin
1417,x,o,-,o,x,o,-,o,x,xwin
1418,x,o,-,o,x,o,o,x,x,xwin
1419,x,o,-,o,x,o,o,x,-,xwin
1420,x,o,-,o,x,o,o,-,x,xwin
1421,x,o,-,o,-,x,x,-,o,draw
1422,x,o,-,o,-,x,x,o,-,owin
1423,x,o,-,o,-,x,x,o,o,draw
1424,x,o,-,o,-,x,-,x,o,draw
1425,x,o,-,o,-,x,-,-,-,draw
1426,x,o,-,o,-,x,-,-,o,draw
1427,x,o,-,o,-,x,-,o,x,owin
1428,x,o,-,o,-,x,-,o,-,draw
1429,x,o,-,o,-,x,o,x,-,draw
1430,x,o,-,o,-,x,o,x,o,draw
1431,x,o,-,o,-,x,o,-,x,xwin
1432,x,o,-,o,-,x,o,-,-,xwin
1433,x,o,-,o,-,x,o,o,x,xwin
1434,x,o,-,o,-,-,x,x,o,owin
1435,x,o,-,o,-,-,x,-,-,owin
1436,x,o,-,o,-,-,x,-,o,draw
1437,x,o,-,o,-,-,x,o,x,owin
1438,x,o,-,o,-,-,x,o,-,xwin
1439,x,o,-,o,-,-,-,x,-,draw
1440,x,o,-,o,-,-,-,x,o,draw
1441,x,o,-,o,-,-,-,-,x,owin
1442,x,o,-,o,-,-,-,-,-,draw
1443,x,o,-,o,-,-,-,o,x,xwin
1444,x,o,-,o,-,-,o,x,x,owin
1445,x,o,-,o,-,-,o,x,-,draw
1446,x,o,-,o,-,-,o,-,x,xwin
1447,x,o,-,o,-,o,x,x,-,owin
1448,x,o,-,o,-,o,x,x,o,owin
1449,x,o,-,o,-,o,x,-,x,owin
1450,x,o,-,o,-,o,x,-,-,xwin
1451,x,o,-,o,-,o,x,o,x,xwin
1452,x,o,-,o,-,o,-,x,x,owin
1453,x,o,-,o,-,o,-,x,-,draw
1454,x,o,-,o,-,o,-,-,x,xwin
1455,x,o,-,o,-,o,o,x,x,xwin
1456,x,o,-,o,o,x,x,x,o,draw
1457,x,o,-,o,o,x,x,-,-,owin
1458,x,o,-,o,o,x,x,-,o,draw
1459,x,o,-,o,o,x,x,o,x,owin
1460,x,o,-,o,o,x,x,o,-,owin
1461,x,o,-,o,o,x,-,x,-,draw
1462,x,o,-,o,o,x,-,x,o,draw
1463,x,o,-,o,o,x,-,-,x,owin
1464,x,o,-,o,o,x,-,-,-,draw
1465,x,o,-,o,o,x,-,o,x,owin
1466,x,o,-,o,o,x,o,x,x,owin
1467,x,o,-,o,o,x,o,x,-,draw
1468,x,o,-,o,o,x,o,-,x,xwin
1469,x,o,-,o,o,-,x,x,-,owin
1470,x,o,-,o,o,-,x,x,o,draw
1471,x,o,-,o,o,-,x,-,x,owin
1472,x,o,-,o,o,-,x,-,-,owin
1473,x,o,-,o,o,-,x,o,x,owin
1474,x,o,-,o,o,-,-,x,x,owin
1475,x,o,-,o,o,-,-,x,-,draw
1476,x,o,-,o,o,-,-,-,x,owin
1477,x,o,-,o,o,-,o,x,x,owin
1478,x,o,-,o,o,o,x,x,-,owin
1479,x,o,-,o,o,o,x,-,x,owin
1480,x,o,-,o,o,o,-,x,x,owin
1481,x,o,o,x,x,x,-,o,o,xwin
1482,x,o,o,x,x,x,o,-,o,xwin
1483,x,o,o,x,x,x,o,o,-,xwin
1484,x,o,o,x,x,-,x,o,o,xwin
1485,x,o,o,x,x,-,-,-,o,owin
1486,x,o,o,x,x,-,-,o,-,xwin
1487,x,o,o,x,x,-,-,o,o,xwin
1488,x,o,o,x,x,-,o,x,o,owin
1489,x,o,o,x,x,-,o,-,-,xwin
1490,x,o,o,x,x,-,o,-,o,xwin
1491,x,o,o,x,x,-,o,o,x,xwin
1492,x,o,o,x,x,-,o,o,-,xwin
1493,x,o,o,x,x,o,x,o,-,xwin
1494,x,o,o,x,x,o,-,x,o,owin
1495,x,o,o,x,x,o,-,-,-,owin
1496,x,o,o,x,x,o,-,-,o,owin
1497,x,o,o,x,x,o,-,o,x,xwin
1498,x,o,o,x,x,o,-,o,-,xwin
1499,x,o,o,x,x,o,o,x,-,owin
1500,x,o,o,x,x,o,o,x,o,owin
1501,x,o,o,x,x,o,o,-,x,xwin
1502,x,o,o,x,x,o,o,-,-,xwin
1503,x,o,o,x,x,o,o,o,x,xwin
1504,x,o,o,x,-,x,x,o,o,xwin
1505,x,o,o,x,-,x,-,-,o,xwin
1506,x,o,o,x,-,x,-,o,-,owin
1507,x,o,o,x,-,x,-,o,o,xwin
1508,x,o,o,x,-,x,o,x,o,owin
1509,x,o,o,x,-,x,o,-,-,owin
1510,x,o,o,x,-,x,o,-,o,xwin
1511,x,o,o,x,-,x,o,o,x,owin
1512,x,o,o,x,-,x,o,o,-,xwin
1513,x,o,o,x,-,-,x,-,o,xwin
1514,x,o,o,x,-,-,x,o,-,xwin
1515,x,o,o,x,-,-,x,o,o,xwin
1516,x,o,o,x,-,-,-,x,o,owin
1517,x,o,o,x,-,-,-,-,-,xwin
1518,x,o,o,x,-,-,-,-,o,xwin
1519,x,o,o,x,-,-,-,o,x,owin
1520,x,o,o,x,-,-,-,o,-,xwin
1521,x,o,o,x,-,-,o,x,-,owin
1522,x,o,o,x,-,-,o,x,o,owin
1523,x,o,o,x,-,-,o,-,x,owin
1524,x,o,o,x,-,-,o,-,-,xwin
1525,x,o,o,x,-,-,o,o,x,xwin
1526,x,o,o,x,-,o,x,-,-,xwin
1527,x,o,o,x,-,o,x,o,x,xwin
1528,x,o,o,x,-,o,x,o,-,xwin
1529,x,o,o,x,-,o,-,x,-,owin
1530,x,o,o,x,-,o,-,x,o,owin
1531,x,o,o,x,-,o,-,-,x,xwin
1532,x,o,o,x,-,o,-,-,-,xwin
1533,x,o,o,x,-,o,-,o,x,xwin
1534,x,o,o,x,-,o,o,x,x,owin
1535,x,o,o,x,-,o,o,x,-,owin
1536,x,o,o,x,-,o,o,-,x,xwin
1537,x,o,o,x,o,x,x,-,o,xwin
1538,x,o,o,x,o,x,-,x,o,owin
1539,x,o,o,x,o,x,-,-,-,owin
1540,x,o,o,x,o,x,-,-,o,xwin
1541,x,o,o,x,o,x,-,o,x,owin
1542,x,o,o,x,o,x,-,o,-,owin
1543,x,o,o,x,o,x,o,x,-,owin
1544,x,o,o,x,o,x,o,x,o,owin
1545,x,o,o,x,o,x,o,-,x,owin
1546,x,o,o,x,o,x,o,-,-,owin
1547,x,o,o,x,o,x,o,o,x,owin
1548,x,o,o,x,o,-,x,x,o,xwin
1549,x,o,o,x,o,-,x,-,-,xwin
1550,x,o,o,x,o,-,x,-,o,xwin
1551,x,o,o,x,o,-,-,x,-,owin
1552,x,o,o,x,o,-,-,x,o,xwin
1553,x,o,o,x,o,-,-,-,x,owin
1554,x,o,o,x,o,-,-,-,-,xwin
1555,x,o,o,x,o,-,-,o,x,owin
1556,x,o,o,x,o,-,o,x,x,owin
1557,x,o,o,x,o,-,o,x,-,owin
1558,x,o,o,x,o,-,o,-,x,owin
1559,x,o,o,x,o,o,x,x,-,xwin
1560,x,o,o,x,o,o,x,-,x,xwin
1561,x,o,o,x,o,o,x,-,-,xwin
1562,x,o,o,x,o,o,-,x,x,owin
1563,x,o,o,x,o,o,-,x,-,xwin
1564,x,o,o,x,o,o,-,-,x,xwin
1565,x,o,o,x,o,o,o,x,x,owin
1566,x,o,o,-,x,x,x,o,o,draw
1567,x,o,o,-,x,x,-,-,o,draw
1568,x,o,o,-,x,x,-,o,-,xwin
1569,x,o,o,-,x,x,-,o,o,xwin
1570,x,o,o,-,x,x,o,x,o,draw
1571,x,o,o,-,x,x,o,-,-,xwin
1572,x,o,o,-,x,x,o,-,o,xwin
1573,x,o,o,-,x,x,o,o,x,xwin
1574,x,o,o,-,x,x,o,o,-,xwin
1575,x,o,o,-,x,-,x,-,o,owin
1576,x,o,o,-,x,-,x,o,-,xwin
1577,x,o,o,-,x,-,x,o,o,xwin
1578,x,o,o,-,x,-,-,x,o,owin
1579,x,o,o,-,x,-,-,-,-,draw
1580,x,o,o,-,x,-,-,-,o,draw
1581,x,o,o,-,x,-,-,o,x,xwin
1582,x,o,o,-,x,-,-,o,-,xwin
1583,x,o,o,-,x,-,o,x,-,draw
1584,x,o,o,-,x,-,o,x,o,draw
1585,x,o,o,-,x,-,o,-,x,xwin
1586,x,o,o,-,x,-,o,-,-,xwin
1587,x,o,o,-,x,-,o,o,x,xwin
1588,x,o,o,-,x,o,x,x,o,owin
1589,x,o,o,-,x,o,x,-,-,owin
1590,x,o,o,-,x,o,x,-,o,owin
1591,x,o,o,-,x,o,x,o,x,xwin
1592,x,o,o,-,x,o,x,o,-,xwin
1593,x,o,o,-,x,o,-,x,-,owin
1594,x,o,o,-,x,o,-,x,o,owin
1595,x,o,o,-,x,o,-,-,x,xwin
1596,x,o,o,-,x,o,-,-,-,xwin
1597,x,o,o,-,x,o,-,o,x,xwin
1598,x,o,o,-,x,o,o,x,x,xwin
1599,x,o,o,-,x,o,o,x,-,xwin
1600,x,o,o,-,x,o,o,-,x,xwin
1601,x,o,o,-,-,x,x,-,o,draw
1602,x,o,o,-,-,x,x,o,-,owin
1603,x,o,o,-,-,x,x,o,o,xwin
1604,x,o,o,-,-,x,-,x,o,draw
1605,x,o,o,-,-,x,-,-,-,owin
1606,x,o,o,-,-,x,-,-,o,xwin
1607,x,o,o,-,-,x,-,o,x,owin
1608,x,o,o,-,-,x,-,o,-,xwin
1609,x,o,o,-,-,x,o,x,-,owin
1610,x,o,o,-,-,x,o,x,o,draw
1611,x,o,o,-,-,x,o,-,x,owin
1612,x,o,o,-,-,x,o,-,-,xwin
1613,x,o,o,-,-,x,o,o,x,xwin
1614,x,o,o,-,-,-,x,x,o,owin
1615,x,o,o,-,-,-,x,-,-,xwin
1616,x,o,o,-,-,-,x,-,o,xwin
1617,x,o,o,-,-,-,x,o,x,owin
1618,x,o,o,-,-,-,x,o,-,xwin
1619,x,o,o,-,-,-,-,x,-,draw
1620,x,o,o,-,-,-,-,x,o,draw
1621,x,o,o,-,-,-,-,-,x,owin
1622,x,o,o,-,-,-,-,-,-,xwin
1623,x,o,o,-,-,-,-,o,x,xwin
1624,x,o,o,-,-,-,o,x,x,owin
1625,x,o,o,-,-,-,o,x,-,draw
1626,x,o,o,-,-,-,o,-,x,xwin
1627,x,o,o,-,-,o,x,x,-,owin
1628,x,o,o,-,-,o,x,x,o,owin
1629,x,o,o,-,-,o,x,-,x,xwin
1630,x,o,o,-,-,o,x,-,-,xwin
1631,x,o,o,-,-,o,x,o,x,xwin
1632,x,o,o,-,-,o,-,x,x,xwin
1633,x,o,o,-,-,o,-,x,-,xwin
1634,x,o,o,-,-,o,-,-,x,xwin
1635,x,o,o,-,-,o,o,x,x,xwin
1636,x,o,o,-,o,x,x,x,o,draw
1637,x,o,o,-,o,x,x,-,-,owin
1638,x,o,o,-,o,x,x,-,o,xwin
1639,x,o,o,-,o,x,x,o,x,owin
1640,x,o,o,-,o,x,x,o,-,owin
1641,x,o,o,-,o,x,-,x,-,owin
1642,x,o,o,-,o,x,-,x,o,draw
1643,x,o,o,-,o,x,-,-,x,owin
1644,x,o,o,-,o,x,-,-,-,owin
1645,x,o,o,-,o,x,-,o,x,owin
1646,x,o,o,-,o,x,o,x,x,owin
1647,x,o,o,-,o,x,o,x,-,owin
1648,x,o,o,-,o,x,o,-,x,owin
1649,x,o,o,-,o,-,x,x,-,xwin
1650,x,o,o,-,o,-,x,x,o,xwin
1651,x,o,o,-,o,-,x,-,x,owin
1652,x,o,o,-,o,-,x,-,-,xwin
1653,x,o,o,-,o,-,x,o,x,owin
1654,x,o,o,-,o,-,-,x,x,owin
1655,x,o,o,-,o,-,-,x,-,xwin
1656,x,o,o,-,o,-,-,-,x,owin
1657,x,o,o,-,o,-,o,x,x,owin
1658,x,o,o,-,o,o,x,x,x,xwin
1659,x,o,o,-,o,o,x,x,-,xwin
1660,x,o,o,-,o,o,x,-,x,xwin
1661,x,o,o,-,o,o,-,x,x,xwin
1662,x,o,o,o,x,x,x,-,o,draw
1663,x,o,o,o,x,x,x,o,-,draw
1664,x,o,o,o,x,x,x,o,o,draw
1665,x,o,o,o,x,x,-,x,o,draw
1666,x,o,o,o,x,x,-,-,-,draw
1667,x,o,o,o,x,x,-,-,o,draw
1668,x,o,o,o,x,x,-,o,x,xwin
1669,x,o,o,o,x,x,-,o,-,xwin
1670,x,o,o,o,x,x,o,x,-,draw
1671,x,o,o,o,x,x,o,x,o,draw
1672,x,o,o,o,x,x,o,-,x,xwin
1673,x,o,o,o,x,x,o,-,-,xwin
1674,x,o,o,o,x,x,o,o,x,xwin
1675,x,o,o,o,x,-,x,x,o,owin
1676,x,o,o,o,x,-,x,-,-,draw
1677,x,o,o,o,x,-,x,-,o,draw
1678,x,o,o,o,x,-,x,o,x,xwin
1679,x,o,o,o,x,-,x,o,-,xwin
1680,x,o,o,o,x,-,-,x,-,draw
1681,x,o,o,o,x,-,-,x,o,draw
1682,x,o,o,o,x,-,-,-,x,xwin
1683,x,o,o,o,x,-,-,-,-,xwin
1684,x,o,o,o,x,-,-,o,x,xwin
1685,x,o,o,o,x,-,o,x,x,xwin
1686,x,o,o,o,x,-,o,x,-,xwin
1687,x,o,o,o,x,-,o,-,x,xwin
1688,x,o,o,o,x,o,x,x,-,owin
1689,x,o,o,o,x,o,x,x,o,owin
1690,x,o,o,o,x,o,x,-,x,xwin
1691,x,o,o,o,x,o,x,-,-,xwin
1692,x,o,o,o,x,o,x,o,x,xwin
1693,x,o,o,o,x,o,-,x,x,xwin
1694,x,o,o,o,x,o,-,x,-,xwin
1695,x,o,o,o,x,o,-,-,x,xwin
1696,x,o,o,o,x,o,o,x,x,xwin
1697,x,o,o,o,-,x,x,x,o,draw
1698,x,o,o,o,-,x,x,-,-,draw
1699,x,o,o,o,-,x,x,-,o,draw
1700,x,o,o,o,-,x,x,o,x,owin
1701,x,o,o,o,-,x,x,o,-,draw
1702,x,o,o,o,-,x,-,x,-,draw
1703,x,o,o,o,-,x,-,x,o,draw
1704,x,o,o,o,-,x,-,-,x,owin
1705,x,o,o,o,-,x,-,-,-,draw
1706,x,o,o,o,-,x,-,o,x,xwin
1707,x,o,o,o,-,x,o,x,x,owin
1708,x,o,o,o,-,x,o,x,-,draw
1709,x,o,o,o,-,x,o,-,x,xwin
1710,x,o,o,o,-,-,x,x,-,draw
1711,x,o,o,o,-,-,x,x,o,draw
1712,x,o,o,o,-,-,x,-,x,xwin
1713,x,o,o,o,-,-,x,-,-,xwin
1714,x,o,o,o,-,-,x,o,x,xwin
1715,x,o,o,o,-,-,-,x,x,xwin
1716,x,o,o,o,-,-,-,x,-,xwin
1717,x,o,o,o,-,-,-,-,x,xwin
1718,x,o,o,o,-,-,o,x,x,xwin
1719,x,o,o,o,-,o,x,x,x,xwin
1720,x,o,o,o,-,o,x,x,-,xwin
1721,x,o,o,o,-,o,x,-,x,xwin
1722,x,o,o,o,-,o,-,x,x,xwin
1723,x,o,o,o,o,x,x,x,-,draw
1724,x,o,o,o,o,x,x,x,o,draw
1725,x,o,o,o,o,x,x,-,x,owin
1726,x,o,o,o,o,x,x,-,-,draw
1727,x,o,o,o,o,x,x,o,x,owin
1728,x,o,o,o,o,x,-,x,x,owin
1729,x,o,o,o,o,x,-,x,-,draw
1730,x,o,o,o,o,x,-,-,x,owin
1731,x,o,o,o,o,x,o,x,x,owin
1732,x,o,o,o,o,-,x,x,x,xwin
1733,x,o,o,o,o,-,x,x,-,xwin
1734,x,o,o,o,o,-,x,-,x,xwin
1735,x,o,o,o,o,-,-,x,x,xwin
1736,-,x,x,x,x,o,o,o,o,owin
1737,-,x,x,x,-,-,o,o,o,owin
1738,-,x,x,x,-,o,-,o,o,owin
1739,-,x,x,x,-,o,o,-,o,owin
1740,-,x,x,x,-,o,o,o,-,owin
1741,-,x,x,x,-,o,o,o,o,owin
1742,-,x,x,x,o,x,o,o,o,owin
1743,-,x,x,x,o,-,-,o,o,owin
1744,-,x,x,x,o,-,o,-,o,owin
1745,-,x,x,x,o,-,o,o,-,owin
1746,-,x,x,x,o,-,o,o,o,owin
1747,-,x,x,x,o,o,x,o,o,owin
1748,-,x,x,x,o,o,-,-,o,owin
1749,-,x,x,x,o,o,-,o,-,draw
1750,-,x,x,x,o,o,-,o,o,xwin
1751,-,x,x,x,o,o,o,x,o,owin
1752,-,x,x,x,o,o,o,-,-,draw
1753,-,x,x,x,o,o,o,-,o,xwin
1754,-,x,x,x,o,o,o,o,x,draw
1755,-,x,x,x,o,o,o,o,-,xwin
1756,-,x,x,-,x,-,o,o,o,owin
1757,-,x,x,-,x,o,-,o,o,owin
1758,-,x,x,-,x,o,o,-,o,owin
1759,-,x,x,-,x,o,o,o,-,owin
1760,-,x,x,-,x,o,o,o,o,owin
1761,-,x,x,-,-,x,o,o,o,owin
1762,-,x,x,-,-,-,-,o,o,owin
1763,-,x,x,-,-,-,o,-,o,owin
